,seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,energy,maxenergy,class
893,0.0,0.5,1.0,0.010757659823685347,0.017936226749335694,0.07755406413124534,0.1349036402569593,0.0,0.007462686567164179,0.0075,0
1131,0.0,0.0,0.0,0.012795912705751804,0.05070859167404783,0.10738255033557047,0.046038543897216275,0.0,0.0,0.0,0
2505,0.0,0.0,0.0,0.009000678133284014,0.04650132860938884,0.09694258016405667,0.06745182012847965,0.0,0.002736318407960199,0.00175,0
15,0.0,0.5,0.0,0.08659684976265335,0.12688219663418954,0.06935123042505593,0.10813704496788008,0.0,0.017412935323383085,0.015,0
721,1.0,0.0,0.0,0.045396399728746685,0.3671390611160319,0.04623415361670395,0.0867237687366167,0.0,0.004975124378109453,0.005,1
2269,1.0,0.5,1.0,0.012133191541828493,0.11868910540301152,0.09172259507829977,0.08779443254817987,0.5,0.0,0.0,0
981,0.0,0.0,1.0,0.006211084396769619,0.006643046944198406,0.10961968680089486,0.08137044967880086,0.0,0.0,0.0,0
2181,1.0,0.5,0.0,0.02664755563775353,0.3122232063773251,0.17375093214019388,0.30085653104925053,0.5,0.0,0.0,0
2318,1.0,0.0,0.0,0.012229517292398743,0.07705934455270151,0.08053691275167785,0.07922912205567452,0.0,0.0,0.0,0
363,0.0,0.5,0.0,0.2106412983169965,0.4893711248892825,0.06935123042505593,0.09528907922912205,0.0,0.0002487562189054726,0.00025,1
1490,0.0,0.0,0.0,0.003051599778065471,0.07728077945084146,0.03281133482475764,0.06316916488222699,0.0,0.0,0.0,0
182,0.0,0.0,0.0,0.35162751988163493,0.4426483613817538,0.09023117076808351,0.1423982869379015,0.0,0.0,0.0,0
985,0.0,0.0,1.0,0.002739504346217866,0.005093002657218778,0.06263982102908278,0.06209850107066381,0.0,0.0,0.0,0
2274,1.0,0.5,1.0,0.0022771407434806733,0.046279893711248896,0.0343027591349739,0.08565310492505353,0.0,0.0,0.0,0
1377,1.0,0.5,0.0,0.008095216077923678,0.15677590788308238,0.08575689783743475,0.16167023554603854,0.0,0.004975124378109453,0.005,0
2359,1.0,0.0,0.0,0.01722304420196042,0.1120460584588131,0.09843400447427293,0.11991434689507495,0.0,0.013681592039800995,0.0125,0
1121,1.0,0.0,0.0,0.022513254423278468,0.11315323294951285,0.20208799403430275,0.11134903640256959,0.0,0.0,0.0,0
187,0.0,0.0,1.0,0.15967341717526662,0.19884853852967227,0.12304250559284116,0.1702355460385439,0.0,0.0,0.0,0
619,1.0,0.0,0.0,0.0044348375562542385,0.029007971656333037,0.036539895600298286,0.05353319057815846,0.0,0.008208955223880597,0.0075,0
2482,0.0,0.0,0.0,0.00987531594846187,0.0812666076173605,0.0842654735272185,0.10278372591006424,0.0,0.0,0.0,0
1175,0.0,0.5,1.0,0.0029167437272671227,0.03609388839681134,0.05592841163310962,0.0728051391862955,0.0,0.0,0.0,0
1556,1.0,0.5,0.0,0.02431261944393071,0.22962798937112489,0.2117822520507084,0.2944325481798715,0.0,0.017412935323383085,0.0175,0
614,1.0,0.0,0.0,0.008827291782257567,0.058015943312666074,0.05070842654735272,0.0835117773019272,0.0,0.1009950248756219,0.1,0
1844,1.0,0.5,1.0,0.016934066950249675,0.14968999114260406,0.31543624161073824,0.1873661670235546,0.5,0.0,0.0,0
994,0.0,0.0,1.0,0.000994081745884964,0.0044286979627989375,0.041759880686055184,0.05460385438972163,0.0,0.0,0.0,0
934,0.0,0.5,1.0,0.018633253190308858,0.015721877767936227,0.03355704697986577,0.048179871520342615,0.0,0.0,0.0,0
371,0.0,0.0,1.0,0.0011250847666605017,0.009964570416297608,0.0022371364653243847,0.014989293361884369,0.0,0.0,0.0,0
1432,0.0,0.0,1.0,0.0023811725540965416,0.021257750221434897,0.06636838180462341,0.058886509635974305,0.0,0.0,0.0,0
593,0.0,0.0,0.0,0.01111984464582948,0.05690876882196634,0.07158836689038031,0.12205567451820129,0.0,0.0014925373134328358,0.0015,1
726,0.0,0.0,1.0,0.0036141421613957217,0.04074402125775022,0.027591349739000747,0.09528907922912205,0.0,0.0,0.0,0
1975,1.0,0.0,0.0,0.010033290179397077,0.08503100088573959,0.08128262490678598,0.0835117773019272,0.0,0.0,0.0,0
687,0.0,0.5,0.0,0.04684513901732322,0.20659875996457042,0.06040268456375839,0.07494646680942184,0.0,0.002238805970149254,0.00125,0
1779,1.0,0.0,1.0,0.0034869921706429936,0.03343666961913198,0.06413124533929904,0.03854389721627409,0.0,0.0,0.0,0
136,0.0,0.0,1.0,0.019627334936193824,0.048715677590788306,0.020879940343027592,0.0417558886509636,0.0,0.007462686567164179,0.0075,0
628,0.0,0.5,0.0,0.007655970655323347,0.05336581045172719,0.036539895600298286,0.06423982869379015,0.0,0.006716417910447761,0.005,1
334,0.0,0.0,0.0,0.10321496825103262,0.29893711248892824,0.041014168530947054,0.06531049250535331,0.0,0.0009950248756218905,0.001,1
1584,0.0,0.5,1.0,0.008280161519018557,0.20859167404782994,0.17300521998508575,0.3265524625267666,0.0,0.0,0.0,0
1927,0.0,0.0,1.0,0.0014949756488502558,0.03963684676705049,0.035048471290082026,0.06638115631691649,0.0,0.0,0.0,0
1109,0.0,0.0,0.0,0.005733308673941187,0.0912311780336581,0.02982848620432513,0.044967880085653104,0.0,0.0,0.0,0
1381,1.0,0.5,0.0,0.006719684359780532,0.12533215234720993,0.07084265473527218,0.1284796573875803,0.0,0.0,0.0,0
1912,0.0,0.0,0.0,0.004284569385364651,0.05491585473870682,0.02162565249813572,0.0417558886509636,0.0,0.0,0.0,0
710,1.0,0.0,1.0,0.0046583132975772145,0.02745792736935341,0.02982848620432513,0.06531049250535331,0.0,0.17412935323383086,0.175,0
1039,0.0,0.0,1.0,0.00041998027248628324,0.011957484499557131,0.035048471290082026,0.145610278372591,0.0,0.0,0.0,0
1724,1.0,0.5,0.0,0.010048702299488317,0.11558901682905226,0.12602535421327368,0.23019271948608136,0.0,0.07462686567164178,0.075,0
1547,1.0,0.5,0.0,0.01168238702915973,0.2785651018600531,0.09917971662938106,0.22269807280513917,0.0,0.0007462686567164179,0.00075,0
2379,0.0,0.0,0.0,0.007359287343566981,0.10341009743135518,0.042505592841163314,0.11349036402569593,0.0,0.0,0.0,0
1112,0.0,0.0,0.0,0.014618395906540904,0.18445527015057572,0.11707680835197613,0.1702355460385439,0.0,0.0,0.0,0
465,0.0,0.0,0.0,0.030107576598236853,0.10031000885739592,0.08053691275167785,0.11134903640256959,0.0,0.5171641791044777,0.5,0
1223,1.0,0.0,1.0,0.0040572406140188646,0.11558901682905226,0.08351976137211037,0.18308351177730192,0.0,0.0,0.0,0
1455,0.0,0.5,0.0,0.005255532951112755,0.09322409211691762,0.05219985085756898,0.06852248394004283,0.0,0.0,0.0,0
2555,0.0,0.0,0.0,0.012298871832809321,0.112488928255093,0.18120805369127516,0.2044967880085653,0.0,0.0014925373134328358,0.0015,0
1987,0.0,0.0,0.0,0.012722705135318414,0.11935341009743136,0.10141685309470544,0.12205567451820129,0.0,0.0,0.0,0
1104,0.0,0.0,1.0,0.0010827014364095924,0.04030115146147033,0.017897091722595078,0.05246252676659529,0.0,0.0,0.0,0
1972,1.0,0.0,0.0,0.021854386289377966,0.11802480070859167,0.1789709172259508,0.11777301927194861,0.0,0.0014925373134328358,0.0015,0
338,1.0,0.0,0.0,0.09885333826521177,0.3649247121346324,0.0633855331841909,0.069593147751606,0.0,0.004477611940298508,0.00175,0
1553,1.0,0.5,0.0,0.020590592441896306,0.31930912311780335,0.1580909768829232,0.22805139186295503,0.0,0.19900497512437812,0.2,0
2168,1.0,0.0,0.0,0.015234880710190494,0.1403897254207263,0.09843400447427293,0.13276231263383298,0.0,0.0,0.0,0
1364,0.0,0.5,0.0,0.009401393255656249,0.12466784765279008,0.1133482475764355,0.14775160599571735,0.0,0.0,0.0,0
1253,0.0,0.0,1.0,0.0020112816719067873,0.03432240921169176,0.041759880686055184,0.07173447537473233,0.0,0.0,0.0,0
2175,1.0,0.5,0.0,0.02423555884347451,0.18556244464127547,0.15734526472781507,0.1766595289079229,0.0,0.0014925373134328358,0.001,0
816,0.0,0.0,1.0,0.0,0.00022143489813994686,0.02162565249813572,0.004282655246252677,0.0,0.007462686567164179,0.0075,0
1067,0.0,0.0,1.0,0.000994081745884964,0.00420726306465899,0.07009694258016405,0.05139186295503212,0.0,0.0,0.0,0
274,1.0,0.0,0.0,0.14340207138894026,0.4087688219663419,0.04548844146159582,0.07922912205567452,0.0,0.17412935323383086,0.15,1
1822,0.0,0.5,1.0,0.006076228345971272,0.0737378210806023,0.13348247576435496,0.18201284796573874,0.0,0.0,0.0,0
865,0.0,0.0,0.0,0.02107222119474755,0.025022143489813995,0.017897091722595078,0.032119914346895075,0.0,0.0014925373134328358,0.0015,0
101,0.0,0.0,0.0,0.10393548486529806,0.158325952170062,0.0790454884414616,0.08779443254817987,0.0,0.001990049751243781,0.00125,0
1653,1.0,0.5,0.0,0.029891806916959498,0.0595659875996457,0.5384041759880686,0.12205567451820129,0.5,0.0,0.0,0
107,0.0,0.0,0.0,0.06411827260958017,0.07993799822852081,0.04623415361670395,0.042826552462526764,0.0,0.0,0.0,0
2572,1.0,0.0,0.0,0.005536804142777881,0.050265721877767934,0.06935123042505593,0.07601713062098502,0.0,0.0,0.0,0
1587,0.0,0.5,1.0,0.006230349546883669,0.12931798051372898,0.13049962714392244,0.2012847965738758,0.0,0.0,0.0,0
1457,0.0,0.5,1.0,0.005355711731705813,0.0845881310894597,0.11782252050708426,0.1349036402569593,0.0,0.0,0.0,0
1537,1.0,0.5,0.0,0.009039208433512113,0.09743135518157661,0.09545115585384041,0.14989293361884368,0.5,0.0014925373134328358,0.0015,0
2150,0.0,0.0,0.0,0.010850132544232784,0.11647475642161205,0.0738255033557047,0.11241970021413276,0.0,0.0,0.0,0
1837,0.0,0.5,0.0,0.013682109610998089,0.15943312666076173,0.09172259507829977,0.1145610278372591,0.5,0.0,0.0,0
1977,1.0,0.0,0.0,0.015785864003452315,0.116696191319752,0.12900820283370618,0.11670235546038545,0.0,0.0,0.0,0
1302,0.0,0.0,0.0,0.012819030885888663,0.13020372010628875,0.2162565249813572,0.22162740899357602,0.0,0.0,0.0,0
1637,1.0,0.5,0.0,0.0070317797916281365,0.1979627989371125,0.030574198359433258,0.07922912205567452,0.0,0.0,0.0,0
712,1.0,0.0,0.0,0.0639333271684853,0.38972542072630645,0.07680835197613721,0.12419700214132762,0.0,0.0,0.0,1
72,0.0,0.0,1.0,0.028026940385919488,0.05270150575730735,0.09023117076808351,0.11027837259100642,0.0,0.0,0.0,0
1928,0.0,0.0,1.0,0.002647031625670427,0.03985828166519043,0.061894108873974646,0.06638115631691649,0.0,0.0,0.0,0
2486,0.0,0.0,0.0,0.0044695148264595275,0.10473870682019486,0.08873974645786727,0.11349036402569593,0.0,0.0,0.0,0
481,0.0,0.0,0.0,0.01493434436841132,0.0670947741364039,0.041759880686055184,0.08244111349036402,0.0,0.004975124378109453,0.00175,0
1784,1.0,0.0,0.0,0.009732753837617902,0.09942426926483613,0.06562266964951528,0.05246252676659529,0.0,0.0,0.0,0
1521,1.0,0.5,0.0,0.016155754885642068,0.11359610274579274,0.19015659955257272,0.1873661670235546,0.0,0.0,0.0,1
1171,0.0,0.5,1.0,0.0035024042907342333,0.05137289636846767,0.061894108873974646,0.09957173447537473,0.0,0.0,0.0,0
2112,0.0,0.0,1.0,0.008546020590592443,0.06753764393268379,0.14466815809097688,0.13062098501070663,0.0,0.0007462686567164179,0.00075,0
1825,0.0,0.5,0.0,0.022944793785833178,0.1536758193091231,0.16405667412378822,0.11027837259100642,0.0,0.015671641791044775,0.015,1
405,1.0,0.5,0.0,0.011216170396399728,0.07285208148804252,0.047725577926920205,0.09635974304068523,0.0,0.05472636815920398,0.05,0
757,0.0,0.0,0.0,0.01242987485358486,0.03653675819309123,0.0842654735272185,0.09421841541755889,0.0,0.03283582089552239,0.015,0
2096,0.0,0.0,1.0,0.001668361999876703,0.038308237378210805,0.024608501118568233,0.07066381156316917,0.0,0.0,0.0,0
1738,1.0,0.0,0.0,0.010873250724369645,0.17781222320637732,0.06636838180462341,0.08886509635974305,0.0,0.024875621890547265,0.025,0
1849,1.0,0.5,1.0,0.0028127119166512548,0.05115146147032772,0.05145413870246085,0.06209850107066381,0.5,0.0,0.0,0
1894,0.0,0.0,1.0,0.008549873620615251,0.1120460584588131,0.24086502609992544,0.31156316916488225,0.0,0.0,0.0,0
2055,1.0,0.0,0.0,0.01047638863202022,0.09720992028343667,0.05592841163310962,0.0835117773019272,0.0,0.009950248756218905,0.01,0
743,0.0,0.0,0.0,0.018282627458233155,0.060673162090345435,0.040268456375838924,0.021413276231263382,0.0,0.019402985074626865,0.0075,0
806,0.0,0.5,1.0,0.00035062573207570434,0.002878653675819309,0.01267710663683818,0.023554603854389723,0.0,0.0,0.0,0
2389,0.0,0.5,0.0,0.012237223352444362,0.14238263950398583,0.07680835197613721,0.16274089935760172,0.0,0.0007462686567164179,0.00075,0
2189,0.0,1.0,0.0,0.03891175020035756,0.2466784765279008,0.23788217747949292,0.22269807280513917,1.0,0.0017412935323383085,0.00175,0
2032,0.0,0.0,0.0,0.015843659453794463,0.13906111603188662,0.09992542878448919,0.13383297644539616,0.0,0.0,0.0,0
1535,1.0,0.5,1.0,0.01177100671968436,0.22586359610274578,0.24683072334079045,0.354389721627409,0.5,0.0,0.0,0
148,0.0,0.0,1.0,0.014333271684852968,0.0491585473870682,0.019388516032811335,0.048179871520342615,0.0,0.0,0.0,0
1618,1.0,0.0,0.0,0.04160887121632452,0.4771922054915855,0.21327367636092467,0.21627408993576017,0.0,0.0236318407960199,0.0225,0
1538,1.0,0.5,0.0,0.008850409962394426,0.16474756421612047,0.09172259507829977,0.15417558886509636,0.5,0.0,0.0,0
692,1.0,0.0,0.0,0.04886412674927563,0.2519929140832595,0.06263982102908278,0.09314775160599571,0.0,0.05621890547263682,0.05,1
818,0.0,0.0,0.0,0.004411719376117379,0.00974313551815766,0.0044742729306487695,0.0,0.0,0.009950248756218905,0.01,0
2086,0.0,0.0,1.0,0.002404290734233401,0.05845881310894597,0.035794183445190156,0.10920770877944326,0.0,0.0,0.0,0
1544,1.0,0.5,0.0,0.015516151901855619,0.24977856510186006,0.13273676360924683,0.19914346895074947,0.0,0.0029850746268656717,0.00175,0
1836,0.0,0.5,0.0,0.02584227236298625,0.33724534986713905,0.17524235645041014,0.24732334047109208,0.5,0.19950248756218905,0.2,0
701,1.0,0.0,0.0,0.07166250539424203,0.424933569530558,0.10067114093959731,0.15738758029978586,0.0,0.18034825870646767,0.175,0
2290,0.0,0.5,0.0,0.02104139695456507,0.09388839681133747,0.1610738255033557,0.0867237687366167,0.0,0.0,0.0,0
921,0.0,0.0,1.0,0.003521669440848283,0.009300265721877768,0.0343027591349739,0.08458244111349036,0.0,0.0,0.0,0
905,0.0,0.5,0.0,0.041212009123975095,0.03675819309123118,0.10365398956002983,0.09421841541755889,0.0,0.0,0.0,0
454,0.0,0.0,0.0,0.020656093952284075,0.0704162976085031,0.0447427293064877,0.08137044967880086,0.0,0.009950248756218905,0.005,0
2412,1.0,0.5,0.0,0.008345663029406324,0.08259521700620018,0.053691275167785234,0.0867237687366167,0.0,0.004975124378109453,0.005,0
1920,0.0,0.0,1.0,0.005132235990382837,0.05757307351638618,0.1058911260253542,0.08244111349036402,0.0,0.0,0.0,0
1578,1.0,0.5,0.0,0.008145305468220208,0.17139061116031887,0.04399701715137957,0.08244111349036402,0.5,0.0,0.0,0
167,0.0,0.5,1.0,0.05981829110412428,0.07993799822852081,0.1267710663683818,0.1873661670235546,0.0,0.0,0.0,0
730,0.0,0.0,1.0,0.0016529498797854634,0.01970770593445527,0.017897091722595078,0.04925053533190578,0.0,0.0024875621890547263,0.0025,0
2234,1.0,0.5,0.0,0.012067690031440726,0.1899911426040744,0.0790454884414616,0.11563169164882227,0.0,0.0,0.0,0
26,0.0,0.0,1.0,0.02183512113926392,0.04384410983170948,0.019388516032811335,0.04068522483940043,0.0,0.0,0.0,0
2403,0.0,0.5,1.0,0.007609734295049627,0.08857395925597875,0.116331096196868,0.16809421841541755,0.0,0.0,0.0,0
1711,0.0,0.5,0.0,0.015073053449232477,0.2533215234720992,0.08053691275167785,0.11241970021413276,0.0,0.007462686567164179,0.0075,0
997,0.0,0.0,1.0,0.001548918069169595,0.0059787422497785654,0.08277404921700224,0.0728051391862955,0.0,0.0,0.0,0
1176,0.0,0.5,1.0,0.001976604401701498,0.035651018600531444,0.037285607755406416,0.07173447537473233,0.0,0.0,0.0,0
1040,0.0,0.0,1.0,0.0009594044756796745,0.0037643932683790967,0.07755406413124534,0.047109207708779445,0.0,0.0,0.0,0
1739,1.0,0.0,0.0,0.009987053819123359,0.1366253321523472,0.05667412378821775,0.12419700214132762,0.0,0.0,0.0,1
1344,0.0,0.5,0.0,0.004022563343813575,0.05115146147032772,0.05219985085756898,0.06423982869379015,0.5,0.0,0.0,0
2023,1.0,0.5,0.0,0.024867455767215337,0.20239149689991143,0.16181953765846382,0.19700214132762311,0.0,0.014925373134328358,0.015,0
41,0.0,0.0,1.0,0.003259663399297207,0.009964570416297608,0.011931394481730051,0.022483940042826552,0.0,0.0,0.0,0
1887,0.0,0.0,1.0,0.007166635842426484,0.08503100088573959,0.1476510067114094,0.12312633832976445,0.0,0.0009950248756218905,0.001,0
1744,1.0,0.0,0.0,0.01046097651192898,0.14016829052258636,0.06785980611483967,0.0728051391862955,0.0,0.0009950248756218905,0.001,0
1826,0.0,0.5,0.0,0.020001078848406385,0.18290522586359612,0.1424310216256525,0.1316916488222698,0.0,0.024875621890547265,0.025,0
2008,1.0,0.5,0.0,0.018228685037913816,0.16851195748449957,0.1297539149888143,0.17558886509635974,0.0,0.0,0.0,0
1697,1.0,0.5,0.0,0.015597065532334628,0.20106288751107174,0.08650260999254288,0.09207708779443255,0.0,0.0,0.0,0
609,1.0,0.5,0.0,0.019889340977744897,0.1091674047829938,0.11409395973154363,0.1809421841541756,0.5,0.0,0.0,0
1132,0.0,0.0,0.0,0.02230904383206954,0.09233835252435783,0.1894108873974646,0.08779443254817987,0.0,0.0,0.0,0
28,0.0,0.0,1.0,0.016437026077307196,0.037643932683790966,0.014914243102162566,0.03747323340471092,0.0,0.014925373134328358,0.015,0
441,1.0,0.5,1.0,0.005860458664693915,0.05602302922940655,0.12527964205816555,0.1948608137044968,0.0,0.004975124378109453,0.005,0
1448,0.0,0.5,1.0,0.0024659392145983602,0.035651018600531444,0.06935123042505593,0.10278372591006424,0.0,0.0,0.0,0
1694,1.0,0.5,0.0,0.010287590160902534,0.16984056687333923,0.05667412378821775,0.07708779443254818,0.0,0.0,0.0,0
493,0.0,0.0,0.0,0.007740737315825165,0.0354295837023915,0.028337061894108874,0.03961456102783726,0.0,0.011691542288557214,0.01,1
1258,0.0,0.0,1.0,0.00013870908082115775,0.017271922054915855,0.010439970171513796,0.0728051391862955,0.0,0.0,0.0,0
1301,0.0,0.0,0.0,0.005814222304420196,0.09211691762621789,0.09917971662938106,0.15631691648822268,0.0,0.0,0.0,0
2016,1.0,0.5,0.0,0.005124529930337217,0.07905225863596103,0.03355704697986577,0.07815845824411134,0.0,0.0024875621890547263,0.0025,0
1304,0.0,0.0,0.0,0.004296128475433081,0.11138175376439327,0.07158836689038031,0.18950749464668093,0.0,0.0,0.0,0
236,0.0,0.5,0.0,0.5054481844522533,0.3252878653675819,0.0894854586129754,0.10492505353319058,0.0,0.007462686567164179,0.0075,0
551,0.0,0.5,0.0,0.012811324825843042,0.12577502214348982,0.06711409395973154,0.139186295503212,0.0,0.0,0.0,0
520,1.0,0.0,0.0,0.012410609703470809,0.10451727192205491,0.06785980611483967,0.11349036402569593,0.0,0.0017412935323383085,0.00175,0
2487,0.0,0.0,0.0,0.003772116392330929,0.07683790965456155,0.07979120059656973,0.145610278372591,0.0,0.007462686567164179,0.0075,0
1232,1.0,0.0,0.0,0.006561710128845324,0.12931798051372898,0.05891126025354213,0.09635974304068523,0.0,0.0,0.0,0
1138,0.0,0.5,0.0,0.003529375500893903,0.045837023914969,0.024608501118568233,0.03961456102783726,0.0,0.0,0.0,0
720,1.0,0.0,0.0,0.05814992910424758,0.38197519929140833,0.058165548098434,0.08993576017130621,0.0,0.0791044776119403,0.05,0
2043,0.0,0.0,0.0,0.009763578077800383,0.09322409211691762,0.053691275167785234,0.08029978586723768,0.0,0.0,0.0,0
2287,0.0,0.5,0.0,0.012472258183835768,0.0637732506643047,0.0947054436987323,0.057815845824411134,0.0,0.0,0.0,0
58,0.0,0.0,1.0,0.014283182294556438,0.037422497785651015,0.05592841163310962,0.10278372591006424,0.0,0.009950248756218905,0.01,0
631,1.0,0.0,0.0,0.011613032488749153,0.06775907883082374,0.05965697240865026,0.08244111349036402,0.0,0.011194029850746268,0.01,0
1181,0.0,0.5,1.0,0.0018147771407434807,0.035651018600531444,0.0343027591349739,0.07173447537473233,0.0,0.0,0.0,0
1762,0.0,0.0,1.0,0.0033675482399358856,0.07528786536758193,0.061148396718866516,0.09421841541755889,0.0,0.19900497512437812,0.2,0
592,1.0,0.0,0.0,0.0062264965168608594,0.030779450841452612,0.036539895600298286,0.059957173447537475,0.0,0.00945273631840796,0.0075,0
1303,0.0,0.0,0.0,0.014745545897293632,0.16364038972542072,0.2483221476510067,0.28051391862955033,0.0,0.017412935323383085,0.0175,0
2357,1.0,0.0,0.0,0.005918254115036064,0.06953055801594331,0.03281133482475764,0.0728051391862955,0.0,0.0,0.0,0
939,0.0,0.0,1.0,0.0052670920411811845,0.007528786536758193,0.00820283370618941,0.023554603854389723,0.0,0.0,0.0,0
2407,1.0,0.5,0.0,0.007655970655323347,0.06975199291408327,0.049217002237136466,0.0728051391862955,0.0,0.0007462686567164179,0.00075,0
1249,0.0,0.0,1.0,0.0031171012884532398,0.05137289636846767,0.06487695749440715,0.10920770877944326,0.0,0.0,0.0,0
904,0.0,0.5,0.0,0.026138955674742618,0.0354295837023915,0.06487695749440715,0.09314775160599571,0.0,0.0024875621890547263,0.0015,0
1279,0.0,0.0,0.0,0.0061918192466555695,0.03255093002657219,0.05070842654735272,0.035331905781584586,0.0,0.001990049751243781,0.002,0
2066,1.0,0.0,0.0,0.007721472165711115,0.09100974313551816,0.040268456375838924,0.07601713062098502,0.0,0.0,0.0,0
2480,0.0,0.0,0.0,0.003660378521669441,0.09300265721877768,0.0686055182699478,0.09635974304068523,0.0,0.0,0.0,0
1765,0.0,0.0,1.0,0.0038568830528327475,0.031443755535872454,0.08128262490678598,0.07922912205567452,0.0,0.0,0.0,0
1524,1.0,0.5,0.0,0.009054620553603353,0.1299822852081488,0.1133482475764355,0.139186295503212,0.5,0.0,0.0,0
1990,1.0,0.5,0.0,0.008368781209543185,0.08370239149689991,0.0633855331841909,0.08565310492505353,0.5,0.0,0.0,0
2048,0.0,0.0,0.0,0.011998335491030146,0.10673162090345438,0.06413124533929904,0.09100642398286937,0.0,0.0,0.0,0
706,0.0,0.5,0.0,0.07708371863633562,0.36891054030115145,0.10365398956002983,0.1284796573875803,0.0,0.0,0.0,0
1022,0.0,0.0,1.0,0.0012098514271623203,0.004650132860938884,0.09172259507829977,0.057815845824411134,0.0,0.0,0.0,0
745,0.0,0.0,0.0,0.010815455274027495,0.03963684676705049,0.026845637583892617,0.017130620985010708,0.0,0.00945273631840796,0.0075,0
1961,1.0,0.0,0.0,0.008230072128722028,0.07661647475642161,0.1111111111111111,0.12205567451820129,0.0,0.0,0.0,0
2549,0.0,0.0,0.0,0.029360088773811726,0.2659433126660762,0.4325130499627144,0.49571734475374735,0.5,0.0,0.0,0
513,0.0,0.0,1.0,0.0035370815609395228,0.017050487156775908,0.011185682326621925,0.01284796573875803,0.0,0.004975124378109453,0.005,0
81,0.0,0.5,1.0,0.02232445595216078,0.06133746678476528,0.07755406413124534,0.1316916488222698,0.0,0.0,0.0,0
2402,0.0,0.5,1.0,0.01176330065963874,0.17360496014171833,0.18120805369127516,0.33190578158458245,0.0,0.5124378109452736,0.5,0
1308,0.0,0.0,0.0,0.0046660193576228345,0.08857395925597875,0.07829977628635347,0.14989293361884368,0.0,0.0,0.0,0
914,0.0,0.0,1.0,0.011254700696627828,0.019929140832595216,0.05592841163310962,0.10920770877944326,0.0,0.0007462686567164179,0.00075,0
2382,0.0,0.5,0.0,0.01232199001294618,0.13928255093002656,0.07755406413124534,0.15845824411134904,0.0,0.0012437810945273632,0.00125,0
1947,0.0,0.0,0.0,0.0027510634362862955,0.04295837023914969,0.019388516032811335,0.03747323340471092,0.0,0.0,0.0,0
150,0.0,0.0,0.0,0.10709111645397941,0.23427812223206376,0.048471290082028336,0.0835117773019272,0.0,0.002238805970149254,0.00225,0
774,0.0,0.0,1.0,0.0012946180876641392,0.008635961027457928,0.03877703206562267,0.05353319057815846,0.0,0.009950248756218905,0.01,0
329,1.0,0.0,0.0,0.2225047777572283,0.6118246235606731,0.09172259507829977,0.14346895074946467,0.0,0.004975124378109453,0.005,1
6,0.0,0.0,0.0,0.08000431539362554,0.1355181576616475,0.06711409395973154,0.12205567451820129,0.0,0.0024875621890547263,0.00175,0
943,0.0,0.0,1.0,0.003779822452376549,0.004650132860938884,0.010439970171513796,0.022483940042826552,0.0,0.0,0.0,0
1709,0.0,0.5,0.0,0.008114481228037729,0.08281665190434012,0.04325130499627144,0.069593147751606,0.0,0.0,0.0,0
734,1.0,0.0,0.0,0.05185407804697614,0.4636846767050487,0.05891126025354213,0.10706638115631692,0.0,0.012686567164179104,0.0075,0
909,1.0,0.5,1.0,0.018610135010172,0.029229406554472984,0.0924683072334079,0.19271948608137046,0.5,0.04975124378109453,0.05,0
468,0.0,0.5,0.0,0.040117748597497074,0.13928255093002656,0.11185682326621924,0.15631691648822268,0.0,0.003980099502487562,0.0025,0
181,0.0,0.0,0.0,0.17017677701744652,0.22232063773250665,0.040268456375838924,0.06745182012847965,0.0,0.014925373134328358,0.0075,0
164,0.0,1.0,0.0,0.4332963442451144,0.4763064658990257,0.09917971662938106,0.14453961456102785,0.0,0.009701492537313432,0.005,0
451,0.0,0.0,0.0,0.021777325688921767,0.06266607617360496,0.04548844146159582,0.07387580299785867,0.0,0.01517412935323383,0.005,0
490,0.0,0.0,0.0,0.012722705135318414,0.06023029229406555,0.049217002237136466,0.07387580299785867,0.0,0.01691542288557214,0.0075,0
2424,0.0,0.5,1.0,0.0020806362123173662,0.021700620017714792,0.03206562266964952,0.03961456102783726,0.0,0.0,0.0,0
1143,0.0,0.5,0.0,0.008310985759201035,0.04295837023914969,0.05965697240865026,0.03854389721627409,0.0,0.0,0.0,0
1311,0.0,0.5,0.0,0.00557918747302879,0.052922940655447295,0.05741983594332588,0.07708779443254818,0.0,0.0,0.0,0
1818,0.0,0.5,0.0,0.016467850317489673,0.1379539415411869,0.10887397464578673,0.13062098501070663,0.0,0.0007462686567164179,0.00075,0
1111,0.0,0.0,0.0,0.03972088650514765,0.5976527900797166,0.21551081282624907,0.3029978586723769,0.0,0.4975124378109453,0.5,0
2462,1.0,0.0,0.0,0.006369058627704827,0.05358724534986714,0.047725577926920205,0.061027837259100645,0.0,0.0,0.0,0
1404,0.0,0.5,0.0,0.008966000863078725,0.1204605845881311,0.09097688292319164,0.11241970021413276,0.0,0.0,0.0,0
1591,0.0,0.5,1.0,0.004215214844954072,0.08436669619131976,0.08575689783743475,0.12633832976445397,0.0,0.0,0.0,0
1835,0.0,0.5,0.0,0.02532981936995253,0.17936226749335696,0.15510812826249068,0.15845824411134904,0.0,0.0,0.0,1
2530,1.0,0.0,1.0,0.003171043708772579,0.04738706820194863,0.05592841163310962,0.11563169164882227,0.0,0.0,0.0,0
