,seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,energy,maxenergy,class
300,2,1,1,383490,1401,-42,-30,1,30000,30000,0
1103,1,1,2,4490,177,-60,-49,1,0,0,0
891,1,2,2,20840,52,-14,-3,1,0,0,0
2070,2,1,1,14110,280,-59,-49,1,0,0,0
1855,2,2,2,6660,153,-35,-58,2,0,0,0
98,1,1,2,54990,182,1,-28,1,0,0,0
691,1,1,1,107100,1003,-28,-21,1,1600,600,1
1404,1,2,1,23560,546,26,9,1,0,0,0
2020,2,2,1,87060,1043,212,122,1,2800,2000,0
1059,1,1,2,2850,10,12,-75,1,0,0,0
374,1,1,2,4490,35,-78,-73,1,0,0,0
1224,2,1,2,7170,278,-23,-7,1,0,0,0
2065,2,1,2,15610,246,25,-2,1,0,0,0
1480,1,1,2,10670,223,47,38,1,0,0,0
220,2,2,2,301550,922,32,66,1,3000,3000,0
1833,1,2,1,25490,546,-18,2,1,0,0,0
202,1,1,1,1034700,1837,33,-6,1,2000,2000,1
729,1,1,2,7370,110,-63,-46,1,0,0,0
2029,2,2,1,25050,451,-14,-7,1,0,0,0
1082,1,1,2,4350,22,48,-45,1,0,0,0
234,1,1,1,1531530,1680,52,18,1,5000,3000,0
2248,2,1,1,56900,761,98,-4,1,2700,2000,0
566,2,1,1,96070,537,3,19,1,49200,40000,0
2268,2,2,2,24020,462,-4,-26,2,0,0,0
1465,1,2,1,4170,224,-78,-64,1,0,0,0
1605,1,1,2,7240,295,-29,-14,1,0,0,0
2024,2,2,1,64490,755,120,55,1,0,0,0
908,1,2,2,52000,134,44,97,1,0,0,1
1596,1,2,2,12290,471,30,49,1,500,500,0
1048,1,1,2,3890,46,81,15,1,0,0,0
1977,2,1,1,41260,529,77,13,1,0,0,0
2386,1,2,1,44500,660,49,59,1,1100,700,0
298,2,1,1,570400,1892,-17,-7,1,11000,7000,0
1767,2,1,2,5520,171,-38,-8,1,0,0,0
1112,1,1,1,38230,835,61,63,1,0,0,0
75,1,1,2,96080,433,60,92,1,0,0,0
2404,1,2,2,9980,295,-20,18,1,0,0,0
1955,1,1,1,20350,439,39,44,1,0,0,0
1395,2,2,1,13200,199,-18,-15,1,0,0,0
409,2,1,1,22090,174,-47,-54,1,8800,5000,0
1944,1,1,2,6130,129,-27,-50,1,0,0,0
1508,2,1,1,16320,454,23,17,1,0,0,0
1137,1,2,1,14050,228,-45,-55,1,0,0,0
2054,2,1,1,37570,539,8,0,1,0,0,0
1094,1,2,2,7190,123,98,79,2,0,0,0
703,2,1,1,117120,1095,-22,-24,1,5700,4000,0
399,2,2,1,108260,891,-12,-7,1,6000,3000,0
2340,2,1,1,23860,389,-24,-13,1,40000,40000,0
1022,1,1,2,3430,23,27,-42,1,0,0,0
629,2,2,1,50890,602,42,69,1,70500,70000,0
73,1,1,1,317360,1068,-36,-44,1,0,0,0
1707,1,2,1,36460,902,4,-14,1,0,0,0
2145,1,1,1,40770,522,36,2,1,8000,8000,0
2572,2,1,1,14660,229,-3,-25,1,0,0,0
2398,1,2,2,13550,326,8,30,1,0,0,0
2080,1,1,1,34390,646,6,22,1,0,0,0
1409,1,2,1,12150,361,-36,-29,1,0,0,0
1780,2,1,2,9680,210,-7,-45,1,0,0,0
2095,1,1,2,5470,237,-56,-5,1,0,0,0
1043,1,1,2,780,6,-70,-85,1,0,0,0
214,1,1,1,1062280,1982,-27,-27,1,5200,5000,0
2491,1,1,2,10590,442,223,218,1,0,0,0
983,1,1,2,3610,16,-69,-60,1,0,0,0
167,1,2,2,155540,363,74,79,1,0,0,0
1314,1,2,1,16640,407,38,35,2,0,0,0
1031,1,1,2,750,15,-73,-62,1,0,0,0
10,1,1,2,41950,135,-39,-36,1,5000,5000,0
1679,1,2,1,44800,350,253,52,2,0,0,0
1810,2,2,1,64790,909,117,76,1,8000,8000,0
1630,2,2,1,16680,586,-59,-49,1,100,100,0
2272,2,2,2,9530,178,-24,-29,1,0,0,0
2498,1,1,1,19170,430,-1,29,1,0,0,0
486,1,1,1,42280,375,-17,-6,1,12100,7000,0
88,1,1,1,194580,697,-35,-32,1,0,0,0
714,2,1,1,162190,1702,-7,0,1,0,0,0
1541,2,2,1,48130,1330,163,163,2,0,0,0
44,1,1,1,102720,265,-64,-66,1,2700,2000,0
2449,1,1,1,4150,262,-64,-49,1,0,0,0
1392,2,2,2,11040,316,191,181,1,0,0,0
389,1,1,1,122640,979,10,21,1,9200,6000,1
1034,1,1,2,2820,25,10,-38,1,0,0,0
2147,1,1,1,15080,351,-50,-32,1,0,0,0
1937,1,1,2,8680,188,31,7,1,0,0,0
1672,1,2,1,64380,844,94,57,1,4200,3000,1
974,1,2,2,20060,57,87,12,1,0,0,0
1500,2,1,1,26780,1003,99,160,1,60000,60000,0
1990,2,2,1,22010,380,-11,-16,2,0,0,0
1539,2,2,1,50860,982,178,94,2,0,0,0
2162,2,1,1,53660,627,97,33,1,2100,1000,0
2106,1,1,2,12070,296,0,20,1,100,100,0
1664,1,1,1,19370,351,-44,-38,1,0,0,0
1117,1,1,1,23310,242,-2,-53,1,700,700,0
833,1,2,2,18400,46,-68,-60,1,0,0,0
1452,1,2,2,10540,321,15,3,1,0,0,0
1258,1,1,2,650,80,-82,-28,1,0,0,0
246,1,2,1,1323740,1405,7,-2,1,3000,3000,0
1148,1,2,1,18970,301,-27,-38,1,1000,1000,0
1588,1,2,2,11240,554,22,82,1,0,0,0
721,2,1,1,118110,1660,-34,-15,1,2000,2000,1
1163,1,2,1,22260,493,-13,11,1,900,900,0
1505,2,1,1,39760,783,198,102,1,900,900,0
982,1,1,2,8280,30,-27,-25,1,0,0,0
1964,2,1,1,19660,644,-16,36,1,0,0,0
1506,2,1,1,22460,732,69,89,1,400,400,0
895,1,2,2,32830,85,33,31,1,0,0,0
296,2,1,1,993080,3023,49,56,1,70800,40000,1
1696,2,2,1,31160,623,-6,20,1,400,400,0
23,1,1,2,45630,155,49,52,1,0,0,0
1212,2,1,1,16590,324,61,17,1,300,300,0
1673,1,2,1,67200,945,102,76,1,12000,10000,0
291,1,1,2,54750,233,-38,-40,1,0,0,0
40,1,1,2,16630,81,-65,-59,1,0,0,0
1922,1,1,2,9000,241,31,40,1,0,0,0
1624,2,1,1,49660,747,48,36,1,0,0,0
2005,2,2,1,15760,570,-40,23,2,300,300,0
1981,2,1,1,35830,407,54,-13,1,0,0,0
894,1,2,2,14350,36,-47,-47,1,0,0,0
1424,1,1,2,5030,125,-28,-29,1,0,0,0
2109,1,1,2,15870,312,31,26,1,4000,4000,0
1445,1,2,1,8720,175,-48,-31,1,0,0,0
567,2,1,1,40800,222,-56,-51,1,5800,3000,0
74,1,1,1,227990,734,-52,-59,1,4300,4000,0
1310,1,2,1,11320,472,-6,56,2,0,0,0
2383,1,2,1,19810,364,-34,-12,1,0,0,0
152,1,1,1,498960,1447,30,17,1,900,900,0
2500,1,1,1,8210,247,-44,-23,1,0,0,0
1320,1,2,1,8690,251,-34,-23,2,0,0,0
2421,2,2,2,12520,184,0,-26,1,0,0,0
2204,1,3,1,54500,757,35,19,3,0,0,0
1677,1,2,1,12440,333,-63,-38,1,0,0,0
2213,1,3,1,124850,1014,191,53,2,0,0,0
27,1,1,1,212260,729,-50,-28,1,1400,1000,0
219,2,1,1,1699290,3425,21,36,1,50000,50000,0
2010,2,2,1,24500,488,-9,7,1,0,0,0
2015,2,2,1,12670,350,-55,-25,1,0,0,0
593,1,1,1,29150,259,0,18,1,600,600,1
2474,2,1,1,11550,152,-49,-60,1,100,100,0
1470,1,1,1,9840,421,-43,-28,1,0,0,0
1667,1,1,1,33930,486,-2,-14,1,4000,4000,0
2472,2,1,2,4380,134,-60,-31,1,0,0,0
366,2,1,2,5920,82,-94,-85,1,0,0,0
337,2,1,1,172250,1250,-43,-50,1,73000,70000,0
2034,1,1,1,26210,512,-13,4,1,0,0,0
1411,1,2,1,14980,267,-7,9,1,0,0,0
87,1,1,2,63550,325,15,35,1,0,0,0
1369,1,2,1,33620,762,97,77,1,700,700,0
1067,1,1,2,2870,21,-2,-48,1,0,0,0
393,2,2,1,80040,751,-37,-19,1,1600,1000,0
2247,2,1,1,34140,792,19,0,1,500,500,0
2091,1,1,2,11330,246,-9,-2,1,0,0,0
1804,2,2,1,44640,743,58,54,1,0,0,0
48,1,2,1,309010,983,15,38,2,1800,1000,0
1292,1,1,2,14000,160,81,-20,1,0,0,0
53,1,2,2,45150,140,24,-4,1,0,0,0
1601,1,1,2,7920,248,-23,-28,1,0,0,0
1018,1,1,2,3720,43,75,8,1,0,0,0
2293,1,2,2,39280,726,214,190,1,0,0,0
1876,1,2,1,66520,685,118,7,1,0,0,0
1680,1,2,1,12000,379,-5,64,2,0,0,0
1152,1,2,2,6790,238,-37,-2,1,0,0,0
2294,2,2,1,38240,410,47,-15,1,100,100,0
2151,1,1,1,77740,758,182,57,1,1200,1000,1
1010,1,1,2,4080,19,73,-52,1,0,0,0
2390,1,2,1,30990,525,5,25,1,0,0,0
2030,1,1,1,23930,426,-20,-13,1,0,0,0
1998,2,2,1,60490,788,129,70,2,600,600,0
632,1,1,1,71080,767,88,94,1,4600,2000,1
12,1,1,1,166180,448,-30,-19,1,400,400,0
2502,1,1,1,8620,201,-51,-37,1,0,0,0
1490,1,1,1,8210,351,-52,-37,1,0,0,0
2451,1,1,1,20380,338,-24,-22,1,200,200,0
2072,2,1,1,37620,520,8,-6,1,0,0,0
1365,1,2,1,14570,326,-8,-18,1,0,0,0
2575,2,1,1,15460,249,15,-2,1,0,0,0
1783,2,1,1,37340,683,25,38,1,0,0,0
2540,2,1,1,16940,288,47,18,1,0,0,0
1983,1,1,1,38400,555,62,21,1,12000,8000,0
2143,1,1,1,21900,370,-27,-28,1,0,0,0
316,2,1,1,366500,1484,-46,-61,1,30000,30000,0
2321,2,1,1,33590,457,17,2,1,0,0,0
2116,1,1,2,10720,271,-5,11,1,300,300,0
591,2,1,1,31770,231,2,-3,1,10400,8000,0
1035,1,1,2,3300,15,24,-62,1,0,0,0
2335,2,1,1,20660,400,-34,-11,1,400,400,0
2345,2,1,1,43350,611,37,40,1,0,0,0
441,2,2,2,15500,255,72,86,1,2000,2000,0
1711,1,2,1,39410,1146,12,9,1,3000,3000,0
927,1,2,2,20250,45,13,-10,1,0,0,0
615,2,1,1,26670,444,-17,39,1,0,0,0
1200,2,2,1,17390,278,-31,-32,1,600,600,0
1198,2,2,2,19760,445,114,101,1,0,0,0
1909,1,1,1,18130,463,-51,-24,1,0,0,0
2286,1,2,1,36410,519,46,4,1,0,0,0
1053,1,1,2,2680,14,34,-65,1,0,0,0
233,1,1,1,1449990,1581,51,12,1,0,0,0
531,1,2,1,42930,341,54,-11,1,6200,3000,0
45,1,1,1,250030,687,-8,-5,1,0,0,0
1715,1,2,1,29550,486,-16,-13,1,0,0,0
1987,1,1,1,33310,541,40,18,1,0,0,0
18,1,2,2,13170,59,-77,-67,1,0,0,0
2368,1,1,1,28920,472,-11,13,1,200,200,0
1317,1,2,1,12430,187,-32,-41,1,0,0,0
2299,2,2,1,20420,315,-22,-35,1,0,0,0
2283,2,2,1,65960,496,164,-1,1,2200,2000,0
244,1,1,1,1101540,1185,-7,-14,1,0,0,0
770,1,1,1,24790,236,-31,-17,1,600,600,0
221,2,2,1,1355970,2326,-7,-12,1,0,0,0
1557,2,2,1,42350,1625,70,144,1,0,0,0
1427,1,1,2,10970,342,17,9,1,500,500,0
634,2,1,1,31440,361,-27,-22,1,4600,4000,0
2257,2,1,1,77040,772,143,-7,1,2000,2000,0
1733,2,1,1,27390,674,-17,30,1,0,0,0
1383,2,2,1,32240,702,77,47,1,0,0,0
1344,1,2,1,10730,233,-26,-36,2,0,0,0
735,2,1,1,71650,1173,-53,-40,1,7000,7000,0
1223,2,1,2,10820,524,16,75,1,0,0,0
1225,2,1,1,14930,244,-46,-42,1,0,0,0
38,1,1,2,28460,117,-45,-45,1,0,0,0
1483,1,1,2,11800,185,63,14,1,0,0,0
2446,1,1,2,1330,54,-88,-76,1,0,0,0
643,1,2,1,45170,579,-14,-10,1,2000,2000,0
1308,1,1,1,12400,402,9,44,1,0,0,0
183,1,1,1,446210,1030,-40,-32,1,0,0,0
2481,1,1,1,11660,209,-47,-43,1,400,400,0
2183,1,3,2,33530,747,338,215,3,1000,1000,0
973,1,2,2,19420,60,98,20,1,0,0,0
1899,1,1,1,15080,306,-56,-48,1,0,0,0
682,1,2,1,111950,997,-8,-13,1,4400,3000,0
1801,2,2,1,17580,406,-38,-16,1,0,0,0
2309,1,2,1,45450,491,63,2,1,400,400,0
1599,1,1,2,5890,301,-43,-13,1,0,0,0
1548,2,2,1,61620,1211,176,104,1,0,0,1
1908,1,1,1,36860,681,0,12,1,3000,3000,0
679,1,1,2,43650,334,38,90,1,0,0,0
888,1,1,1,35200,93,-55,-48,1,5000,5000,0
311,2,1,2,55350,246,-65,-61,1,3000,3000,0
324,2,1,1,464220,1808,16,10,1,40700,40000,0
1217,2,1,1,19910,373,-24,-2,1,5000,5000,0
2326,2,1,1,21510,334,-28,-25,1,0,0,0
1475,1,1,1,30110,868,73,49,1,4000,4000,0
546,1,1,1,34280,460,-12,5,1,3000,3000,0
1948,1,1,1,22220,415,-5,-11,1,7000,7000,0
2579,2,1,1,81410,785,432,151,2,0,0,0
808,1,1,2,2360,16,-54,-71,1,0,0,0
509,1,2,1,54820,585,-41,-37,1,5600,3000,0
1460,1,2,1,14180,348,-24,-44,1,0,0,0
333,1,1,2,42560,379,-73,-57,1,4000,4000,0
1878,1,1,1,18160,378,-43,-41,1,0,0,0
145,1,1,1,396530,1209,-10,-13,1,6000,6000,0
676,1,1,2,29290,235,-20,24,1,500,500,0
673,1,1,1,95050,860,-16,-22,1,5000,3000,0
2112,1,1,2,22470,307,98,26,1,300,300,0
135,1,1,1,307540,1020,-44,-32,1,0,0,0
81,1,2,2,58230,279,8,27,1,0,0,0
803,2,2,1,18580,121,-31,-59,1,1200,800,0
377,2,1,1,94740,732,-79,-73,1,21000,20000,0
276,2,2,1,286300,1381,-49,-41,1,0,0,0
2194,1,3,1,43730,832,10,35,3,0,0,0
560,1,2,1,83570,488,-24,-3,1,1800,1000,0
1633,2,2,1,29520,779,-28,-32,1,0,0,0
72,1,1,2,73030,240,25,7,1,0,0,0
1294,1,1,1,7100,227,-37,-19,1,0,0,0
451,1,1,1,56810,285,-35,-27,1,6100,2000,0
260,2,1,1,1104700,2584,3,33,1,0,0,0
17,1,2,2,22890,81,-63,-58,1,0,0,0
35,1,1,1,127360,351,-54,-53,1,700,700,1
2023,2,2,1,64830,916,121,88,1,6000,6000,0
121,1,1,2,112300,263,-55,-65,1,0,0,0
328,2,2,1,289580,1986,-38,2,1,54000,50000,0
1584,1,2,2,21780,944,136,209,1,0,0,0
2302,1,2,1,8450,164,-70,-66,1,0,0,0
2018,2,2,1,20890,386,-25,-18,1,0,0,0
529,1,1,1,28570,336,3,-13,1,2000,2000,0
1811,2,2,1,34090,601,14,16,1,0,0,0
1001,1,1,2,1560,15,-48,-62,1,0,0,0
127,1,1,1,373180,1246,-32,-14,1,2000,2000,0
2504,1,1,1,27320,414,220,79,1,200,200,0
505,1,2,1,26800,306,-44,-26,1,10000,10000,0
612,1,2,1,31390,376,-7,18,1,6000,4000,1
2052,1,1,1,28350,467,-19,-15,1,0,0,0
54,1,2,2,60460,191,56,29,1,0,0,0
1498,2,1,1,29790,695,121,80,1,0,0,0
2002,2,2,1,69230,955,162,106,2,34000,30000,0
102,1,1,2,41120,132,-21,-43,1,0,0,0
264,2,1,1,428740,2031,-44,-5,1,4000,4000,0
1021,1,1,2,3030,29,15,-28,1,0,0,0
543,1,1,2,6040,41,-13,-33,1,3300,3000,0
630,2,1,1,40880,519,12,40,1,600,600,0
2452,1,1,1,26660,486,-1,12,1,0,0,0
400,2,1,1,19520,211,-2,6,1,3200,3000,1
2555,1,1,1,32210,510,147,95,1,600,600,0
1494,2,1,1,20860,470,180,131,1,0,0,1
769,1,1,1,18210,150,-54,-51,1,7700,5000,0
2359,2,1,1,44990,508,36,16,1,5500,5000,0
122,1,1,1,951410,1332,98,-7,1,0,0,0
408,2,1,1,38010,410,-10,10,1,1000,1000,0
1265,1,1,2,2940,65,-20,-40,1,0,0,0
2042,1,1,1,19240,370,-43,-31,1,0,0,0
965,1,1,2,19260,53,97,32,1,0,0,0
2185,1,3,2,24940,543,226,129,3,2500,2000,0
1396,2,2,1,13770,254,-14,9,1,0,0,0
1897,1,1,1,19910,568,-42,-3,1,0,0,0
1642,2,2,2,9910,431,-4,22,1,0,0,0
1612,1,1,1,94190,2191,161,117,1,116500,90000,0
1054,1,1,2,3390,13,55,-68,1,0,0,0
362,1,2,1,511560,2205,-9,-10,1,9700,5000,0
1259,1,1,2,1400,58,-62,-47,1,0,0,0
871,1,1,1,82480,172,-34,-21,1,1000,1000,0
1755,1,1,2,7560,513,-25,47,1,300,300,0
1142,1,2,1,16000,313,-38,-36,1,0,0,0
1430,1,1,2,8510,104,22,-38,1,0,0,0
1522,2,2,1,37590,1115,146,153,2,40000,40000,0
1353,1,2,1,25080,244,62,12,1,9500,9000,0
740,1,1,1,44320,269,-64,-85,1,3000,2000,0
2314,1,1,1,37580,574,33,23,1,0,0,0
2569,2,1,1,19290,268,28,-12,1,1000,1000,0
2486,1,1,1,11890,475,23,10,1,0,0,0
378,2,1,1,91510,768,-78,-69,1,5900,5000,1
1370,1,2,1,32960,982,93,128,1,0,0,0
287,2,1,1,833660,2493,22,32,1,11000,6000,0
644,1,2,1,93510,1375,86,120,2,5700,5000,0
2208,1,3,1,67230,1155,57,75,2,3500,3000,1
2476,2,1,1,7060,150,-69,-60,1,0,0,0
1953,1,1,1,28380,628,14,26,1,20000,20000,0
156,1,1,2,119460,269,-70,-64,1,0,0,0
2349,2,1,2,22710,385,82,54,1,0,0,0
2281,2,2,1,22720,181,-9,-64,1,0,0,0
2177,2,2,1,134070,1283,357,159,2,0,0,0
696,2,2,1,83490,898,-49,-37,2,100300,100000,1
1484,1,1,2,22200,685,153,130,1,3000,3000,0
110,1,2,1,226790,717,2,0,1,0,0,0
963,1,1,2,6760,24,-37,-40,1,0,0,0
132,1,1,1,557230,1642,2,11,1,0,0,0
1556,2,2,1,63390,1039,188,179,1,7000,7000,0
2370,1,1,1,11210,296,-66,-29,1,0,0,0
910,2,2,2,19370,63,-49,-20,2,0,0,0
228,1,1,2,144520,407,-34,-27,1,3000,3000,0
2117,1,1,2,7660,221,-32,-9,1,0,0,0
700,1,1,1,95280,1031,-32,-21,1,3600,3000,1
133,1,1,2,65800,259,-58,-49,1,4000,4000,0
56,1,1,2,50580,134,15,-18,1,0,0,0
589,1,1,1,20250,157,-41,-39,1,2600,1000,1
2433,1,1,2,4580,100,-64,-59,1,0,0,0
897,1,2,2,48440,76,86,11,1,0,0,0
536,2,1,1,44600,591,64,75,1,2000,2000,0
1873,1,2,1,22820,311,-25,-51,1,0,0,0
258,2,2,1,588930,1807,-50,-2,1,4000,4000,1
2254,2,1,1,23710,481,-25,-42,1,0,0,0
29,1,1,1,172290,437,-57,-55,1,600,600,0
1459,1,2,1,9670,277,-48,-56,1,0,0,0
1055,1,1,2,4390,16,95,-60,1,0,0,0
887,1,1,1,105160,284,34,66,1,6000,6000,0
1705,1,2,1,18680,586,-47,-44,1,2500,2000,0
1106,1,1,1,17220,529,-50,-41,1,0,0,0
55,1,1,2,18330,91,-57,-43,1,4000,4000,0
949,1,1,2,7400,24,-23,-40,1,0,0,0
1734,2,1,1,26940,429,-18,-17,1,0,0,0
846,1,2,1,180530,324,7,3,1,0,0,0
2397,1,2,1,20580,436,-30,4,1,0,0,0
1064,1,1,2,3100,22,4,-45,1,0,0,0
616,2,1,1,26860,282,-46,-44,1,5000,3000,0
1319,1,2,1,7600,246,-42,-25,2,0,0,0
407,2,1,1,45170,557,9,59,1,70700,70000,0
1146,1,2,1,15010,368,-42,-24,1,800,800,0
450,2,2,1,88360,443,1,15,1,6300,4000,0
1559,2,2,2,21540,862,134,182,2,4200,4000,0
1758,1,1,2,5640,296,-47,-21,1,0,0,0
1574,2,2,2,25390,861,176,182,2,0,0,0
899,1,2,2,3430,18,-88,-74,1,0,0,0
2110,1,1,2,12400,313,9,28,1,0,0,0
1632,2,2,1,14890,540,-64,-53,1,0,0,0
925,1,2,2,19040,50,7,0,1,0,0,0
240,2,2,1,1134540,1363,1,-5,1,7000,5000,0
1446,1,2,2,10920,136,58,-16,1,200,200,0
2031,1,1,1,37480,660,25,35,1,0,0,0
1119,2,1,1,42450,429,99,-10,1,0,0,0
2228,2,2,1,44410,1113,-12,52,1,4000,4000,0
824,1,2,1,239660,501,60,3,1,8000,8000,0
1952,1,1,1,20760,324,41,6,1,400,400,1
1091,1,2,2,7130,105,134,142,2,0,0,0
903,1,2,2,44790,57,74,-3,1,0,0,0
1144,1,2,1,12900,201,-50,-59,1,0,0,0
360,1,2,2,67210,420,-31,-32,1,4000,4000,0
1835,1,2,1,66030,812,112,52,1,0,0,1
1619,2,1,1,59410,1552,59,48,1,900,600,0
1741,2,1,2,18440,398,122,137,1,200,200,0
2317,1,1,1,35570,505,25,9,1,0,0,0
2583,1,1,1,12750,235,-10,-10,1,0,0,0
506,1,2,1,48250,573,9,44,1,12600,8000,0
514,1,1,1,29340,294,-25,-31,1,1400,600,0
204,2,2,1,1547010,3060,55,38,1,6500,4000,0
2090,1,1,2,9890,210,-21,-16,1,0,0,0
119,1,1,1,465730,1325,-7,-12,1,4000,4000,0
835,1,2,2,13120,19,-73,-81,1,0,0,0
1729,2,1,2,10020,370,0,6,1,0,0,0
686,1,2,1,253510,2069,98,76,1,7100,4000,0
1488,1,1,1,10160,437,-40,-21,1,0,0,0
1546,2,2,1,58100,1267,161,113,1,300,300,0
1504,2,1,1,27960,740,110,91,1,0,0,0
2198,1,3,1,26590,552,-34,-13,3,0,0,0
323,2,1,1,394660,1764,-2,8,1,35900,30000,1
2291,1,2,1,32920,363,32,-27,1,0,0,1
1376,2,2,1,19420,591,9,29,1,0,0,0
1817,1,2,1,69240,857,142,73,1,0,0,0
66,1,1,1,202640,588,-33,-41,1,4300,4000,0
238,1,2,1,1061760,1443,-3,0,1,3000,3000,1
1079,1,1,2,560,7,-84,-82,1,0,0,0
1982,1,1,1,30650,424,29,-8,1,4000,4000,0
1786,2,1,1,42330,661,53,-22,1,20000,20000,0
1902,1,1,2,14170,381,52,18,1,0,0,0
2049,1,1,1,22810,508,-35,-7,1,0,0,0
2235,2,2,1,57440,879,4,12,1,0,0,0
1006,1,1,2,1480,7,-54,-82,1,0,0,0
6,1,1,1,207930,614,-6,18,1,1000,700,0
2384,1,2,1,38360,759,29,83,1,7000,7000,0
2455,2,1,1,29720,368,12,-14,1,4000,4000,0
415,2,1,1,21970,183,-33,-45,1,11500,9000,0
1032,1,1,2,5050,55,99,38,1,0,0,0
321,2,1,1,292040,1233,-33,-29,1,0,0,0
259,2,1,1,542890,1623,-51,-14,1,25000,20000,0
761,1,2,1,57860,383,95,92,1,4700,4000,0
1555,2,2,1,45680,1276,84,92,1,500,500,0
1092,1,2,2,5630,98,64,86,1,0,0,0
2182,1,3,2,47250,961,517,305,3,200,200,0
2568,2,1,1,12470,227,-2,-8,1,0,0,0
1190,1,2,1,28130,304,15,-28,1,6000,6000,0
1193,1,2,1,22130,390,-10,-7,1,30300,30000,0
460,1,1,1,86740,486,17,25,1,9000,7000,0
143,1,1,1,372380,1264,-26,-9,1,0,0,0
989,1,1,2,5170,19,-27,-52,1,0,0,0
2471,2,1,2,9640,130,-16,-42,1,5000,5000,0
2423,1,2,2,6260,114,-49,-53,1,0,0,0
2391,1,2,1,20260,722,-19,-42,1,0,0,0
101,1,1,1,270040,717,10,-14,1,800,500,0
1107,1,1,1,25010,524,-27,-41,1,0,0,0
1123,2,1,1,31450,286,47,-40,1,0,0,0
956,1,2,2,13080,42,14,5,1,0,0,0
2545,1,1,1,41970,592,220,130,1,0,0,0
2155,1,1,1,64150,872,133,81,1,20000,20000,0
1847,2,2,2,13010,322,26,-15,2,0,0,0
818,1,1,1,11740,46,-90,-96,1,4000,4000,0
1747,2,1,1,21660,433,-30,-14,1,0,0,0
626,1,2,2,4520,50,-82,-80,1,0,0,0
1806,2,2,1,23770,519,-21,0,1,500,500,0
1562,2,2,1,30730,890,5,14,2,0,0,0
1331,1,2,1,24840,609,92,87,2,0,0,0
367,1,1,2,4150,67,-95,-87,1,0,0,0
2135,1,1,1,10320,311,-65,-38,1,0,0,0
437,1,1,2,4630,89,-56,-42,1,50,50,1
760,1,2,1,10130,133,-67,-32,1,2000,2000,0
708,1,1,2,38450,343,26,85,1,1000,1000,0
628,1,2,1,20160,243,-47,-36,1,2700,2000,1
519,2,1,1,25400,398,-29,-8,1,6000,4000,0
166,1,2,1,1096910,2037,31,29,1,3700,3000,0
2239,2,1,1,29560,1067,2,35,1,0,0,0
1015,1,1,2,590,11,-74,-72,1,0,0,0
1449,1,2,2,5820,308,-37,-1,1,0,0,0
2372,1,1,1,14590,865,45,90,1,0,0,0
2196,1,3,1,40750,725,3,18,3,0,0,0
2282,2,2,1,36940,375,48,-25,1,0,0,0
828,1,2,2,68200,137,-5,-38,1,0,0,0
1124,2,1,1,31310,504,47,6,1,0,0,0
1712,1,2,1,28440,405,-19,-27,1,0,0,0
1984,1,1,1,48560,726,105,58,1,0,0,1
698,2,2,1,105810,958,-27,-26,1,14900,8000,0
639,1,1,1,50090,699,-5,19,1,12600,7000,1
1203,2,2,1,30820,389,22,-4,1,0,0,0
2408,2,2,1,24370,428,-16,-3,1,2000,2000,0
2405,1,2,1,29160,435,-2,-1,1,0,0,0
1372,1,2,1,31800,769,295,313,2,0,0,1
1413,1,2,1,32670,476,103,95,1,800,800,0
2238,2,1,1,68600,1052,138,33,1,900,900,0
380,1,1,1,189840,1276,-50,-45,1,17900,7000,1
2113,1,1,2,8180,273,-28,12,1,0,0,0
352,2,2,1,397280,1630,-29,-48,1,31300,30000,0
1306,1,1,1,12740,203,-33,-39,1,0,0,0
1896,1,1,2,29310,445,214,38,1,0,0,0
340,2,1,1,192650,1185,-8,-14,1,27100,20000,1
669,1,1,2,16960,130,-56,-34,1,4000,4000,0
991,1,1,2,1160,20,-83,-50,1,0,0,0
1492,1,1,1,29730,472,283,120,1,0,0,0
759,1,2,1,37810,238,26,23,1,5400,2000,0
395,1,3,2,11350,94,-87,-84,1,0,0,0
1171,1,2,2,9380,234,-13,-3,1,0,0,0
1684,1,2,1,28230,513,-11,3,1,0,0,0
601,1,1,2,5640,58,6,17,1,5000,5000,0
1138,1,2,1,9450,209,-63,-59,1,0,0,0
1246,1,1,2,8100,300,-12,35,1,0,0,0
521,1,2,2,12580,120,-73,-74,1,600,600,0
1280,1,1,1,8450,121,-63,-70,1,0,0,0
2333,2,1,1,55120,713,85,59,1,9200,9000,0
334,1,1,1,268170,1352,-41,-35,1,400,400,1
623,1,1,1,48530,485,90,87,1,1300,1000,0
1521,2,2,1,42220,515,159,79,1,0,0,1
232,1,1,1,628360,636,-37,-58,1,2300,2000,0
1159,1,2,1,84880,807,233,82,1,800,800,0
1765,1,1,2,10300,144,13,-22,1,0,0,0
179,1,2,1,936850,1737,24,17,1,2600,2000,0
695,2,2,1,306400,2522,112,98,2,31000,30000,1
758,1,2,1,53860,346,96,96,1,13700,9000,0
2396,1,2,1,36770,657,25,57,1,1000,1000,0
1426,1,1,2,5480,223,-21,27,1,0,0,0
725,1,1,2,26780,345,18,94,1,0,0,0
255,2,2,1,814170,2082,-39,27,2,1700,1000,0
1762,1,1,2,9030,342,-14,-8,1,80000,80000,0
732,1,1,2,6040,112,-44,-24,1,2400,2000,1
1101,1,2,2,7560,133,-34,-47,1,4000,4000,0
